TradeDate,Expiration,Strike,Type,OptionSymbol,DTE,OpenInterest,Volume,Bid,Mid,Ask,Last,IV,Delta,Gamma,Theta,Vega,UnderlyingPrice
2025-11-20,2025-11-20,553,call,QQQ251120C00553000,0,0,0,30.26,32.095,33.93,0.0,,,,,,585.67
2025-11-20,2025-11-20,554,call,QQQ251120C00554000,0,0,0,29.26,30.84,32.42,0.0,,,,,,585.67
2025-11-20,2025-11-20,555,call,QQQ251120C00555000,0,5,0,28.26,30.18,32.1,52.18,,,,,,585.67
2025-11-20,2025-11-20,556,call,QQQ251120C00556000,0,0,0,27.26,29.115,30.97,0.0,,,,,,585.67
2025-11-20,2025-11-20,557,call,QQQ251120C00557000,0,2,21,26.26,28.13,30.0,32.23,,,,,,585.67
2025-11-20,2025-11-20,558,call,QQQ251120C00558000,0,7,38,25.26,26.81,28.36,35.7,,,,,,585.67
2025-11-20,2025-11-20,559,call,QQQ251120C00559000,0,0,28,24.26,25.845,27.43,41.72,,,,,,585.67
2025-11-20,2025-11-20,560,call,QQQ251120C00560000,0,10,23,23.26,25.175,27.09,24.99,,,,,,585.67
2025-11-20,2025-11-20,561,call,QQQ251120C00561000,0,0,0,23.98,24.15,24.32,0.0,,,,,,585.67
2025-11-20,2025-11-20,562,call,QQQ251120C00562000,0,0,0,22.98,23.15,23.32,0.0,,,,,,585.67
2025-11-20,2025-11-20,563,call,QQQ251120C00563000,0,0,0,21.98,22.15,22.32,0.0,,,,,,585.67
2025-11-20,2025-11-20,564,call,QQQ251120C00564000,0,1,0,21.03,21.175,21.32,35.03,,,,,,585.67
2025-11-20,2025-11-20,565,call,QQQ251120C00565000,0,3,42,20.03,20.175,20.32,21.16,,,,,,585.67
2025-11-20,2025-11-20,566,call,QQQ251120C00566000,0,1,15,18.98,19.15,19.32,22.69,,,,,,585.67
2025-11-20,2025-11-20,567,call,QQQ251120C00567000,0,1,40,18.03,18.175,18.32,18.66,,,,,,585.67
2025-11-20,2025-11-20,568,call,QQQ251120C00568000,0,1,56,17.03,17.175,17.32,21.28,,,,,,585.67
2025-11-20,2025-11-20,569,call,QQQ251120C00569000,0,0,23,16.03,16.175,16.32,26.59,,,,,,585.67
2025-11-20,2025-11-20,570,call,QQQ251120C00570000,0,53,356,14.98,15.15,15.32,15.6,,,,,,585.67
2025-11-20,2025-11-20,571,call,QQQ251120C00571000,0,0,6,14.02,14.17,14.32,18.1,,,,,,585.67
2025-11-20,2025-11-20,572,call,QQQ251120C00572000,0,4,72,12.98,13.15,13.32,12.86,,,,,,585.67
2025-11-20,2025-11-20,573,call,QQQ251120C00573000,0,2,33,12.03,12.175,12.32,11.86,,,,,,585.67
2025-11-20,2025-11-20,574,call,QQQ251120C00574000,0,0,42,10.98,11.15,11.32,10.86,,,,,,585.67
2025-11-20,2025-11-20,575,call,QQQ251120C00575000,0,33,120,10.03,10.175,10.32,9.86,,,,,,585.67
2025-11-20,2025-11-20,576,call,QQQ251120C00576000,0,2,55,9.03,9.175,9.32,10.27,,,,,,585.67
2025-11-20,2025-11-20,577,call,QQQ251120C00577000,0,3,110,7.98,8.15,8.32,9.03,,,,,,585.67
2025-11-20,2025-11-20,578,call,QQQ251120C00578000,0,7,150,6.97,7.145,7.32,7.44,,,,,,585.67
2025-11-20,2025-11-20,579,call,QQQ251120C00579000,0,2,224,5.97,6.15,6.33,6.14,,,,,,585.67
2025-11-20,2025-11-20,580,call,QQQ251120C00580000,0,79,1545,4.99,5.16,5.33,5.07,,,,,,585.67
2025-11-20,2025-11-20,581,call,QQQ251120C00581000,0,21,300,4.01,4.15,4.29,4.34,,,,,,585.67
2025-11-20,2025-11-20,582,call,QQQ251120C00582000,0,4,540,3.03,3.165,3.3,3.16,,,,,,585.67
2025-11-20,2025-11-20,583,call,QQQ251120C00583000,0,102,1248,2.13,2.18,2.23,2.2,,,,,,585.67
